INFO 2025-10-27 13:53:19,769 autoreload 33276 7692 Watching for file changes with StatReloader
    with self.db.wrap_database_errors:
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.IntegrityError: null value in column "start_point" of relation "monitoring_pipeline" violates not-null constraint
DETAIL:  Failing row contains (efa40f5c-e157-482a-a81e-db27370fd81a, sssssss, ssssssssss, 20, 20, steel, active, 2025-10-28 15:16:46.606731+00, 2025-10-28 15:16:46.606731+00, null, null, null).

ERROR 2025-10-28 16:16:46,642 basehttp 22136 15264 "POST /admin/monitoring/pipeline/add/ HTTP/1.1" 500 217563
INFO 2025-10-28 16:16:55,905 autoreload 22136 26888 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\admin.py changed, reloading.
INFO 2025-10-28 16:16:56,662 autoreload 18076 17320 Watching for file changes with StatReloader
INFO 2025-10-28 16:17:15,445 autoreload 18076 17320 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\models.py changed, reloading.
INFO 2025-10-28 16:17:16,167 autoreload 26368 24876 Watching for file changes with StatReloader
INFO 2025-10-28 16:18:45,509 autoreload 26368 24876 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\admin.py changed, reloading.
INFO 2025-10-28 16:18:46,231 autoreload 11524 12184 Watching for file changes with StatReloader
INFO 2025-10-28 16:19:40,992 autoreload 18284 14128 Watching for file changes with StatReloader
INFO 2025-10-28 16:19:49,588 basehttp 18284 25484 "GET /admin/ HTTP/1.1" 200 14235
INFO 2025-10-28 16:19:52,635 basehttp 18284 25484 "GET /admin/monitoring/pipeline/ HTTP/1.1" 200 15846
INFO 2025-10-28 16:19:52,687 basehttp 18284 25484 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 16:19:54,221 basehttp 18284 25484 "GET /admin/monitoring/pipeline/add/ HTTP/1.1" 200 19792
INFO 2025-10-28 16:19:54,277 basehttp 18284 25484 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
ERROR 2025-10-28 16:20:17,156 log 18284 25484 Internal Server Error: /admin/monitoring/pipeline/add/
Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
psycopg2.errors.NotNullViolation: null value in column "start_point" of relation "monitoring_pipeline" violates not-null constraint
DETAIL:  Failing row contains (061df08a-ae5f-4141-b98b-67d677f061f9, sde, ddddddddddd, 38, 444444, plastic, active, 2025-10-28 15:20:17.067255+00, 2025-10-28 15:20:17.067255+00, null, null, null).


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\options.py", line 719, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\sites.py", line 246, in inner
    return view(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\options.py", line 1984, in add_view
    return self.changeform_view(request, None, form_url, extra_context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\options.py", line 1843, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\options.py", line 1894, in _changeform_view
    self.save_model(request, new_object, form, not add)
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\options.py", line 1314, in save_model
    obj.save()
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\base.py", line 902, in save
    self.save_base(
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\base.py", line 1008, in save_base
    updated = self._save_table(
              ^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\base.py", line 1169, in _save_table
    results = self._do_insert(
              ^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\base.py", line 1210, in _do_insert
    return manager._insert(
           ^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\query.py", line 1868, in _insert
    return query.get_compiler(using=using).execute_sql(returning_fields)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\sql\compiler.py", line 1882, in execute_sql
    cursor.execute(sql, params)
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 122, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 79, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 92, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 100, in _execute
    with self.db.wrap_database_errors:
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.IntegrityError: null value in column "start_point" of relation "monitoring_pipeline" violates not-null constraint
DETAIL:  Failing row contains (061df08a-ae5f-4141-b98b-67d677f061f9, sde, ddddddddddd, 38, 444444, plastic, active, 2025-10-28 15:20:17.067255+00, 2025-10-28 15:20:17.067255+00, null, null, null).

ERROR 2025-10-28 16:20:17,166 basehttp 18284 25484 "POST /admin/monitoring/pipeline/add/ HTTP/1.1" 500 217180
INFO 2025-10-28 16:20:40,910 autoreload 18284 14128 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\admin.py changed, reloading.
INFO 2025-10-28 16:20:41,721 autoreload 13412 10640 Watching for file changes with StatReloader
INFO 2025-10-28 16:20:47,451 basehttp 13412 16896 "GET /admin/monitoring/pipeline/add/ HTTP/1.1" 200 24520
INFO 2025-10-28 16:20:47,507 basehttp 13412 16896 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 16:21:20,572 autoreload 13412 10640 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\admin.py changed, reloading.
INFO 2025-10-28 16:21:21,354 autoreload 11724 27132 Watching for file changes with StatReloader
INFO 2025-10-28 16:21:31,548 autoreload 11724 27132 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\admin.py changed, reloading.
INFO 2025-10-28 16:21:32,277 autoreload 24988 7404 Watching for file changes with StatReloader
INFO 2025-10-28 16:22:55,408 basehttp 24988 10640 "GET /admin/monitoring/pipeline/add/ HTTP/1.1" 200 24520
INFO 2025-10-28 16:22:55,475 basehttp 24988 10640 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 16:23:01,076 basehttp 24988 10640 "GET /admin/user/user/ HTTP/1.1" 200 20056
INFO 2025-10-28 16:23:01,213 basehttp 24988 26512 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2025-10-28 16:23:01,213 basehttp 24988 916 "GET /static/admin/img/icon-no.svg HTTP/1.1" 200 560
INFO 2025-10-28 16:23:01,233 basehttp 24988 10640 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 16:23:30,810 basehttp 24988 10640 "POST /admin/user/user/ HTTP/1.1" 200 13564
INFO 2025-10-28 16:23:30,845 basehttp 24988 10640 "GET /static/admin/js/cancel.js HTTP/1.1" 200 884
INFO 2025-10-28 16:23:31,943 basehttp 24988 10640 "POST /admin/user/user/ HTTP/1.1" 302 0
INFO 2025-10-28 16:23:32,093 basehttp 24988 10640 "GET /admin/user/user/ HTTP/1.1" 200 19505
INFO 2025-10-28 16:23:32,139 basehttp 24988 10640 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 16:24:03,754 basehttp 24988 10640 "GET /admin/monitoring/satelliteimage/ HTTP/1.1" 200 15942
INFO 2025-10-28 16:24:03,813 basehttp 24988 10640 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 16:24:06,460 basehttp 24988 10640 "GET /admin/monitoring/satelliteimage/add/ HTTP/1.1" 200 28793
INFO 2025-10-28 16:24:06,512 basehttp 24988 10640 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 16:29:04,282 basehttp 24988 10640 "GET /static/admin/img/calendar-icons.svg HTTP/1.1" 200 2455
INFO 2025-10-28 16:30:10,187 basehttp 24988 10640 "POST /admin/monitoring/satelliteimage/add/ HTTP/1.1" 200 29368
WARNING 2025-10-28 16:30:10,232 log 24988 28020 Not Found: /media/satellite-image.tif
WARNING 2025-10-28 16:30:10,232 basehttp 24988 28020 "GET /media/satellite-image.tif HTTP/1.1" 404 3792
INFO 2025-10-28 16:30:10,443 basehttp 24988 10640 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:00:09,848 autoreload 24988 7404 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\validators.py changed, reloading.
INFO 2025-10-28 17:00:10,677 autoreload 28772 31264 Watching for file changes with StatReloader
INFO 2025-10-28 17:00:28,137 autoreload 28772 31264 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\validators.py changed, reloading.
INFO 2025-10-28 17:00:28,889 autoreload 18832 18392 Watching for file changes with StatReloader
INFO 2025-10-28 17:00:35,580 autoreload 18832 18392 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\validators.py changed, reloading.
INFO 2025-10-28 17:00:36,209 autoreload 30752 4916 Watching for file changes with StatReloader
INFO 2025-10-28 17:00:38,755 autoreload 30752 4916 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\validators.py changed, reloading.
INFO 2025-10-28 17:00:39,417 autoreload 18108 5300 Watching for file changes with StatReloader
INFO 2025-10-28 17:01:51,125 autoreload 18108 5300 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\validators.py changed, reloading.
INFO 2025-10-28 17:01:51,881 autoreload 12388 26660 Watching for file changes with StatReloader
INFO 2025-10-28 17:02:12,402 basehttp 12388 3020 "POST /admin/monitoring/satelliteimage/add/ HTTP/1.1" 200 29193
INFO 2025-10-28 17:02:12,490 basehttp 12388 28476 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-10-28 17:02:12,504 log 12388 28476 Not Found: /media/satellite-image.tif
WARNING 2025-10-28 17:02:12,508 basehttp 12388 28476 "GET /media/satellite-image.tif HTTP/1.1" 404 3792
INFO 2025-10-28 17:02:12,656 basehttp 12388 23088 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2025-10-28 17:02:12,656 basehttp 12388 4176 "GET /static/admin/css/responsive.css HTTP/1.1" 200 16565
INFO 2025-10-28 17:02:12,662 basehttp 12388 23132 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2025-10-28 17:02:12,665 basehttp 12388 30340 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2808
INFO 2025-10-28 17:02:12,682 basehttp 12388 30340 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-10-28 17:02:12,705 basehttp 12388 3020 "GET /static/admin/css/base.css HTTP/1.1" 200 22120
INFO 2025-10-28 17:02:48,170 basehttp 12388 3020 "GET /admin/monitoring/pipelinesegment/ HTTP/1.1" 200 15346
INFO 2025-10-28 17:02:48,335 basehttp 12388 3020 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:02:55,206 autoreload 12388 26660 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\validators.py changed, reloading.
INFO 2025-10-28 17:02:55,969 autoreload 12356 27140 Watching for file changes with StatReloader
WARNING 2025-10-28 17:07:21,658 log 12356 28368 Not Found: /pipelines/{id}/recent-images/
WARNING 2025-10-28 17:07:21,658 basehttp 12356 28368 "GET /pipelines/%7Bid%7D/recent-images/ HTTP/1.1" 404 3738
WARNING 2025-10-28 17:07:51,768 log 12356 28368 Not Found: /api/pipelines/1/recent-images/
WARNING 2025-10-28 17:07:51,769 basehttp 12356 28368 "GET /api/pipelines/1/recent-images/ HTTP/1.1" 404 35433
INFO 2025-10-28 17:08:39,048 basehttp 12356 28368 "GET /admin/ HTTP/1.1" 200 14584
INFO 2025-10-28 17:08:44,477 basehttp 12356 28368 "GET /admin/user/user/ HTTP/1.1" 200 19371
INFO 2025-10-28 17:08:44,506 basehttp 12356 25556 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2025-10-28 17:08:44,534 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
ERROR 2025-10-28 17:08:47,896 log 12356 28368 Internal Server Error: /admin/monitoring/analysisresult/
Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
psycopg2.errors.UndefinedColumn: column monitoring_analysisresult.analysis_type does not exist
LINE 1: ..."monitoring_analysisresult"."satellite_image_id", "monitorin...
                                                             ^


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\options.py", line 719, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\sites.py", line 246, in inner
    return view(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\options.py", line 2163, in changelist_view
    "selection_note": _("0 of %(cnt)s selected") % {"cnt": len(cl.result_list)},
                                                           ^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\query.py", line 366, in __len__
    self._fetch_all()
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\query.py", line 1949, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\query.py", line 91, in __iter__
    results = compiler.execute_sql(
              ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\models\sql\compiler.py", line 1623, in execute_sql
    cursor.execute(sql, params)
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 122, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 79, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 92, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 100, in _execute
    with self.db.wrap_database_errors:
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.ProgrammingError: column monitoring_analysisresult.analysis_type does not exist
LINE 1: ..."monitoring_analysisresult"."satellite_image_id", "monitorin...
                                                             ^

ERROR 2025-10-28 17:08:47,896 basehttp 12356 28368 "GET /admin/monitoring/analysisresult/ HTTP/1.1" 500 183905
INFO 2025-10-28 17:09:03,242 basehttp 12356 28368 "GET /admin/user/user/ HTTP/1.1" 200 19371
INFO 2025-10-28 17:09:04,804 basehttp 12356 28368 "GET /admin/monitoring/systemsettings/ HTTP/1.1" 200 14032
INFO 2025-10-28 17:09:11,281 basehttp 12356 28368 "GET /admin/monitoring/systemsettings/4944c992-1f08-4bcc-b4fb-2061bd422972/change/ HTTP/1.1" 200 30930
INFO 2025-10-28 17:09:11,332 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:09:22,757 basehttp 12356 28368 "GET /admin/monitoring/satelliteimage/ HTTP/1.1" 200 15942
INFO 2025-10-28 17:09:22,806 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:09:24,330 basehttp 12356 28368 "GET /admin/monitoring/satelliteimage/add/ HTTP/1.1" 200 28793
INFO 2025-10-28 17:09:24,381 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:09:25,889 basehttp 12356 28368 "GET /admin/monitoring/pipeline/ HTTP/1.1" 200 15846
INFO 2025-10-28 17:09:25,936 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:09:27,097 basehttp 12356 28368 "GET /admin/monitoring/pipeline/add/ HTTP/1.1" 200 24520
INFO 2025-10-28 17:09:27,254 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:09:28,863 basehttp 12356 28368 "GET /admin/monitoring/pipelinesegment/ HTTP/1.1" 200 15346
INFO 2025-10-28 17:09:28,912 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:09:30,228 basehttp 12356 28368 "GET /admin/monitoring/pipelinesegment/add/ HTTP/1.1" 200 27755
INFO 2025-10-28 17:09:30,284 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:09:32,194 basehttp 12356 28368 "GET /admin/monitoring/monitoringconfiguration/ HTTP/1.1" 200 15309
INFO 2025-10-28 17:09:32,243 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 17:09:35,138 basehttp 12356 28368 "GET /admin/monitoring/monitoringconfiguration/add/ HTTP/1.1" 200 24545
INFO 2025-10-28 17:09:35,184 basehttp 12356 28368 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
ERROR 2025-10-28 17:10:00,538 log 12356 28368 Internal Server Error: /admin/monitoring/monitoringalert/
Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
psycopg2.errors.UndefinedColumn: column monitoring_monitoringalert.alert_type does not exist
LINE 1: ...monitoring_monitoringalert"."analysis_result_id", "monitorin...
                                                             ^


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\options.py", line 719, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\sites.py", line 246, in inner
    return view(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\options.py", line 2163, in changelist_view
    "selection_note": _("0 of %(cnt)s selected") % {"cnt": len(cl.result_list)},
                                                           ^^^^^^^^^^^^^^^^^^^
